genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Tmin,Topt_ave,Topt_low,Topt_high,Tmax,Tmax_Tmin,row_id,accession,ambiguous_bases,checkm2_completeness,checkm2_contamination,checkm2_model,checkm_completeness,checkm_contamination,checkm_marker_count,checkm_marker_lineage,checkm_marker_set_count,checkm_strain_heterogeneity,coding_bases,coding_density,contig_count,gc_count,gc_percentage,genome_size,gtdb_genome_representative,gtdb_representative,gtdb_taxonomy,gtdb_type_designation_ncbi_taxa,gtdb_type_designation_ncbi_taxa_sources,gtdb_type_species_of_genus,l50_contigs,l50_scaffolds,longest_contig,longest_scaffold,lsu_23s_contig_len,lsu_23s_count,lsu_23s_length,lsu_23s_query_id,lsu_5s_contig_len,lsu_5s_count,lsu_5s_length,lsu_5s_query_id,lsu_silva_23s_blast_align_len,lsu_silva_23s_blast_bitscore,lsu_silva_23s_blast_evalue,lsu_silva_23s_blast_perc_identity,lsu_silva_23s_blast_subject_id,lsu_silva_23s_taxonomy,mean_contig_length,mean_scaffold_length,mimag_high_quality,mimag_low_quality,mimag_medium_quality,n50_contigs,n50_scaffolds,ncbi_assembly_level,ncbi_assembly_name,ncbi_assembly_type,ncbi_bioproject,ncbi_biosample,ncbi_contig_count,ncbi_contig_n50,ncbi_country,ncbi_date,ncbi_genbank_assembly_accession,ncbi_genome_category,ncbi_genome_representation,ncbi_isolate,ncbi_isolation_source,ncbi_lat_lon,ncbi_molecule_count,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_refseq_category,ncbi_rrna_count,ncbi_scaffold_count,ncbi_scaffold_l50,ncbi_scaffold_n50,ncbi_scaffold_n75,ncbi_scaffold_n90,ncbi_seq_rel_date,ncbi_spanned_gaps,ncbi_species_taxid,ncbi_ssu_count,ncbi_strain_identifiers,ncbi_submitter,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_total_gap_length,ncbi_total_length,ncbi_translation_table,ncbi_trna_count,ncbi_type_material_designation,ncbi_ungapped_length,ncbi_unspanned_gaps,ncbi_wgs_master,protein_count,scaffold_count,ssu_contig_len,ssu_count,ssu_gg_blast_align_len,ssu_gg_blast_bitscore,ssu_gg_blast_evalue,ssu_gg_blast_perc_identity,ssu_gg_blast_subject_id,ssu_gg_taxonomy,ssu_length,ssu_query_id,ssu_silva_blast_align_len,ssu_silva_blast_bitscore,ssu_silva_blast_evalue,ssu_silva_blast_perc_identity,ssu_silva_blast_subject_id,ssu_silva_taxonomy,total_gap_length,trna_aa_count,trna_count,trna_selenocysteine_count,taxid_match,name_only_match,tempura_name_norm,tempura_binomial,ncbi_taxid,gtdb_name_norm
Methanothrix soehngenii,2223,GO6,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,GCA_000204415.1,10,37.5,35,40,45,35,399,RS_GCF_036840985.1,0,91.45,1.62,Specific,90.52,2.83,228,p__Euryarchaeota (UID49),153,50,2056912,87.20835675806765,622,1240451,52.610125124161414,2358618,RS_GCF_000204415.1,FALSE,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,not type material,none,FALSE,135,133,27301,27301,none,0,none,none,none,0,none,none,none,none,none,none,none,none,3790,3841,FALSE,FALSE,TRUE,5212,5302,Scaffold,ASM3684098v1,na,PRJNA224116,SAMN28751623,622,5212,none,2024-02-23,GCA_036840985.1,derived from metagenome,full,CTOTU1879,none,none,0,0,Methanothrix soehngenii,none,na,0,614,133,5302,2909,1740,2024-02-23,8,2223,0,CTOTU1879,Helmholtz Centre for Environmental Research - UFZ,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,800,2358618,11,37,na,2357818,0,DAITXA000000000.1,2739,614,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,800,18,37,0,TRUE,FALSE,NA,NA,NA,NA
Methanothrix soehngenii,2223,GO6,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,GCA_000204415.1,10,37.5,35,40,45,35,399,RS_GCF_035375645.1,0,98.89,0.07,Specific,96.73,1.31,228,p__Euryarchaeota (UID49),153,0,2261806,86.71598118615553,84,1357870,52.06972028443987,2608292,RS_GCF_000204415.1,FALSE,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,not type material,none,FALSE,22,21,95359,95359,none,0,none,none,none,0,none,none,none,none,none,none,none,none,31045,33016,FALSE,FALSE,TRUE,43717,45541,Scaffold,ASM3537564v1,na,PRJNA224116,SAMN32864363,84,43717,none,2024-01-09,GCA_035375645.1,derived from metagenome,full,AMR_MDS_2296,none,none,0,0,Methanothrix soehngenii,none,na,0,79,21,45541,30486,21846,2024-01-09,5,2223,0,AMR_MDS_2296,CLUE-TERRA,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,500,2608292,11,42,na,2607792,0,DAOSQJ000000000.1,2600,79,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,500,17,42,0,TRUE,FALSE,NA,NA,NA,NA
Methanothrix soehngenii,2223,GO6,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,GCA_000204415.1,10,37.5,35,40,45,35,399,RS_GCF_035413665.1,0,89.49,0.18,Specific,88.24,1.33,228,p__Euryarchaeota (UID49),153,33.33,1818284,86.81600698239266,292,1107861,53.01249730238763,2094411,RS_GCF_000204415.1,FALSE,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,not type material,none,FALSE,62,54,36950,38250,none,0,none,none,none,0,none,none,none,none,none,none,none,none,7156,8513,FALSE,FALSE,TRUE,10746,12907,Scaffold,ASM3541366v1,na,PRJNA224116,SAMN32866124,292,10746,none,2024-01-09,GCA_035413665.1,derived from metagenome,full,AMR_MDS_4153,none,none,0,0,Methanothrix soehngenii,none,na,0,246,54,12907,8118,3812,2024-01-09,46,2223,0,AMR_MDS_4153,CLUE-TERRA,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,4600,2094411,11,33,na,2089811,0,DAONXH000000000.1,2198,246,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,4600,18,34,0,TRUE,FALSE,NA,NA,NA,NA
Methanothrix soehngenii,2223,GO6,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,GCA_000204415.1,10,37.5,35,40,45,35,399,GB_GCA_035394945.1,0,99.98,0.18,Specific,99.35,1.31,228,p__Euryarchaeota (UID49),153,0,2346100,86.3953394168379,102,1409533,51.921473142916085,2715540,RS_GCF_000204415.1,FALSE,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,not type material,none,FALSE,21,20,116246,116246,none,0,none,none,none,0,none,none,none,none,none,none,none,none,26615,28888,FALSE,FALSE,TRUE,45541,47713,Scaffold,ASM3539494v1,na,PRJNA925477,SAMN32865252,102,45541,none,2024-01-09,GCA_035394945.1,derived from metagenome,full,AMR_MDS_3517,none,none,0,0,Methanothrix soehngenii,none,na,0,94,20,47713,30103,19892,2024-01-09,8,2223,0,AMR_MDS_3517,CLUE-TERRA,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,800,2715540,11,43,na,2714740,0,DAOPAG000000000.1,2721,94,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,800,19,43,0,TRUE,FALSE,NA,NA,NA,NA
Methanothrix soehngenii,2223,GO6,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,GCA_000204415.1,10,37.5,35,40,45,35,399,RS_GCF_035343255.1,0,94.99,0.2,Specific,92.16,0.65,228,p__Euryarchaeota (UID49),153,0,1878967,85.99710103669747,360,1156652,53.14961407836252,2184919,RS_GCF_000204415.1,FALSE,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,not type material,none,FALSE,65,52,46117,47376,none,0,none,none,none,0,none,none,none,none,none,none,none,none,6045,8003,FALSE,FALSE,TRUE,10570,13325,Scaffold,ASM3534325v1,na,PRJNA224116,SAMN32852347,360,10570,none,2024-01-09,GCA_035343255.1,derived from metagenome,full,AMR_MDS_1004,none,none,0,0,Methanothrix soehngenii,none,na,0,273,52,13325,7826,3438,2024-01-09,87,2223,0,AMR_MDS_1004,CLUE-TERRA,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,8700,2184919,11,35,na,2176219,0,DAOQYS000000000.1,2286,273,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,8700,19,38,0,TRUE,FALSE,NA,NA,NA,NA
Methanothrix soehngenii,2223,GO6,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,GCA_000204415.1,10,37.5,35,40,45,35,399,GB_GCA_033810815.1,0,73.61,0.21,Specific,74.88,1.03,228,p__Euryarchaeota (UID49),153,66.67,1453869,86.95794421031603,239,883279,52.856079401496736,1671922,RS_GCF_000204415.1,FALSE,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,not type material,none,FALSE,56,56,36093,36093,none,0,none,none,none,0,none,none,none,none,none,none,none,none,6992,7300,FALSE,FALSE,TRUE,9710,9710,Scaffold,ASM3381081v1,na,PRJNA872498,SAMN30661528,239,9710,none,2023-11-20,GCA_033810815.1,derived from metagenome,full,binned_ad_7.5,none,none,0,none,Methanothrix soehngenii,none,na,none,229,56,9710,5064,3589,2023-11-20,10,2223,none,binned_ad_7.5,University of Utah,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,820,1671922,none,none,na,1671102,0,JAPXPT000000000.1,1850,229,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,820,17,33,0,TRUE,FALSE,NA,NA,NA,NA
Methanothrix soehngenii,2223,GO6,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,GCA_000204415.1,10,37.5,35,40,45,35,399,RS_GCF_913757535.1,0,99.97,0.89,Specific,99.35,0.65,228,p__Euryarchaeota (UID49),153,0,2469757,86.37029996174154,3,1473740,51.538416882963375,2859498,RS_GCF_000204415.1,FALSE,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,not type material,none,FALSE,1,1,2820518,2820518,2820518,2,2889,NZ_CAJYDL010000001.1,2820518,2,118,NZ_CAJYDL010000001.1,2884,5321,0,99.965,LUYH01000066.5392.8287,Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosaetaceae;Methanothrix;Methanosarcinales archaeon Methan_04,953166,953166,TRUE,FALSE,FALSE,2820518,2820518,Contig,4H12_R420_Bin12_Hybrid,na,PRJNA224116,SAMEA9542886,3,2820518,none,2021-08-23,GCA_913757535.1,derived from metagenome,full,UFZ-4H12,Biogas reactor,none,0,0,Methanothrix soehngenii,none,na,6,none,none,none,none,none,2021-08-23,0,2223,2,UFZ-4H12,HELMHOLTZ CENTRE FOR ENVIRONMENTAL RESEARCH - UFZ.,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,0,2859498,11,48,na,2859498,0,CAJYDL000000000.1,2869,3,2820518,2,none,none,none,none,none,none,1471,NZ_CAJYDL010000001.1,1471,2717,0,100,X51423.206.1677,Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosaetaceae;Methanothrix;Methanothrix soehngenii,0,19,48,0,TRUE,FALSE,NA,NA,NA,NA
Methanothrix soehngenii,2223,GO6,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,GCA_000204415.1,10,37.5,35,40,45,35,399,GB_GCA_034679625.1,0,89.23,0.16,Specific,88.19,1.96,228,p__Euryarchaeota (UID49),153,33.33,1788374,87.80971862085084,168,1075917,52.82785873055076,2036647,RS_GCF_000204415.1,FALSE,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,not type material,none,FALSE,35,35,63822,63822,none,0,none,none,none,0,none,none,none,none,none,none,none,none,12122,12122,FALSE,FALSE,TRUE,16974,16974,Contig,ASM3467962v1,na,PRJNA951863,SAMN38196383,168,16974,none,2023-12-27,GCA_034679625.1,derived from metagenome,full,POMEDNA-A12,none,none,0,none,Methanothrix soehngenii,none,na,none,none,none,none,none,none,2023-12-27,0,2223,none,POMEDNA-A12,Universiti Teknologi Malaysia,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,0,2036647,none,none,na,2036647,0,JAXDAQ000000000.1,2118,168,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,16,36,0,TRUE,FALSE,NA,NA,NA,NA
Methanothrix soehngenii,2223,GO6,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,GCA_000204415.1,10,37.5,35,40,45,35,399,RS_GCF_036778355.1,0,95.58,0.13,Specific,98.04,0.65,228,p__Euryarchaeota (UID49),153,0,1856804,87.43575242474999,184,1124656,53.06680771813237,2123621,RS_GCF_000204415.1,FALSE,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,not type material,none,FALSE,41,32,65314,65314,none,0,none,none,none,0,none,none,none,none,none,none,none,none,11518,15061,FALSE,FALSE,TRUE,17084,21767,Scaffold,ASM3677835v1,na,PRJNA224116,SAMN28748265,184,17084,none,2024-02-22,GCA_036778355.1,derived from metagenome,full,CTOTU40364,none,none,0,0,Methanothrix soehngenii,none,na,0,141,32,21767,13453,7864,2024-02-22,43,2223,0,CTOTU40364,Helmholtz Centre for Environmental Research - UFZ,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,4300,2123621,11,41,na,2119321,0,DAIPSW000000000.1,2234,141,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,4300,19,41,0,TRUE,FALSE,NA,NA,NA,NA
Methanothrix soehngenii,2223,GO6,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,GCA_000204415.1,10,37.5,35,40,45,35,399,GB_GCA_036817325.1,0,99.98,0.18,Specific,99.35,1.31,228,p__Euryarchaeota (UID49),153,0,2346100,86.3953394168379,102,1409533,51.921473142916085,2715540,RS_GCF_000204415.1,FALSE,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,not type material,none,FALSE,21,20,116246,116246,none,0,none,none,none,0,none,none,none,none,none,none,none,none,26615,28888,FALSE,FALSE,TRUE,45541,47713,Scaffold,ASM3681732v1,na,PRJNA843551,SAMN28750169,102,45541,none,2024-02-23,GCA_036817325.1,derived from metagenome,full,CTOTU18482,none,none,0,none,Methanothrix soehngenii,none,na,none,94,20,47713,30103,19892,2024-02-23,8,2223,none,CTOTU18482,Helmholtz Centre for Environmental Research - UFZ,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,800,2715540,none,none,na,2714740,0,DAISCC000000000.1,2721,94,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,800,19,43,0,TRUE,FALSE,NA,NA,NA,NA
Methanothrix soehngenii,2223,GO6,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,GCA_000204415.1,10,37.5,35,40,45,35,399,GB_GCA_028718625.1,0,90.18,0.71,Specific,93.63,1.96,228,p__Euryarchaeota (UID49),153,0,2247337,86.71399015150872,501,1330675,51.43011410147695,2591666,RS_GCF_000204415.1,FALSE,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,not type material,none,FALSE,134,118,28303,31738,4412,1,383,JAQULL010000205.1,4412,1,118,JAQULL010000205.1,383,702,0,99.739,LUYH01000066.5392.8287,Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosaetaceae;Methanothrix;Methanosarcinales archaeon Methan_04,5164,5683,FALSE,FALSE,TRUE,6111,6854,Scaffold,ASM2871862v1,na,PRJNA900590,SAMN32734228,501,6111,USA,2023-02-18,GCA_028718625.1,derived from metagenome,full,STD1_13,NEUS_D1 leachate from a leachate well at an active municipal landfill in the North Eastern United States,38.96 N 75.67 W,0,0,Methanothrix soehngenii,none,na,3,456,118,6854,3900,2986,2023-02-18,45,2223,1,STD1_13,University of Waterloo,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,4320,2591666,11,40,na,2587346,0,JAQULL000000000.1,2944,456,6174,1,none,none,none,none,none,none,1467,JAQULL010000139.1,1417,2599,0,99.788,GU179419.1.1416,Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Incertae Sedis;uncultured euryarchaeote,4320,19,40,0,TRUE,FALSE,NA,NA,NA,NA
Methanothrix soehngenii,2223,GO6,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,GCA_000204415.1,10,37.5,35,40,45,35,399,RS_GCF_035363055.1,0,99.81,0.1,Specific,96.73,0,228,p__Euryarchaeota (UID49),153,0,1975543,86.2010992309921,236,1203529,52.70120559587054,2291784,RS_GCF_000204415.1,FALSE,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,not type material,none,FALSE,42,31,62730,65233,none,0,none,none,none,0,none,none,none,none,none,none,none,none,9676,14785,FALSE,FALSE,TRUE,17099,23954,Scaffold,ASM3536305v1,na,PRJNA224116,SAMN32863338,236,17099,none,2024-01-09,GCA_035363055.1,derived from metagenome,full,AMR_MDS_1809,none,none,0,0,Methanothrix soehngenii,none,na,0,155,31,23954,12610,6818,2024-01-09,81,2223,0,AMR_MDS_1809,CLUE-TERRA,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,8100,2291784,11,42,na,2283684,0,DAOSEI000000000.1,2328,155,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,8100,19,42,0,TRUE,FALSE,NA,NA,NA,NA
Methanothrix soehngenii,2223,GO6,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,GCA_000204415.1,10,37.5,35,40,45,35,399,RS_GCF_034007965.1,0,95,0.7,Specific,91.83,1.69,228,p__Euryarchaeota (UID49),153,60,2123543,86.79723660525245,253,1279059,52.279980511380074,2446556,RS_GCF_000204415.1,FALSE,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,not type material,none,FALSE,53,53,67279,67279,none,0,none,none,none,0,none,none,none,none,none,none,none,none,9670,9670,FALSE,FALSE,TRUE,14575,14575,Contig,ASM3400796v1,na,PRJNA224116,SAMN36910835,253,14575,none,2023-11-30,GCA_034007965.1,derived from metagenome,full,BF_dRep_10,none,none,0,0,Methanothrix soehngenii,none,na,0,none,none,none,none,none,2023-11-30,0,2223,0,BF_dRep_10,University of Waterloo,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,0,2446556,11,43,na,2446556,0,JAVEPU000000000.1,2653,253,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,19,43,0,TRUE,FALSE,NA,NA,NA,NA
Methanothrix soehngenii,2223,GO6,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,GCA_000204415.1,10,37.5,35,40,45,35,399,RS_GCF_037045625.1,0,99.97,3.84,Specific,97.82,2.29,228,p__Euryarchaeota (UID49),153,100,2771902,84.21051672209,67,1705989,51.82802826802737,3291634,RS_GCF_000204415.1,FALSE,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,not type material,none,FALSE,9,9,345394,345394,85019,2,2889,NZ_JBAOHY010000058.1,85019,2,118,NZ_JBAOHY010000058.1,2884,5326,0,100,LUYH01000066.5392.8287,Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosaetaceae;Methanothrix;Methanosarcinales archaeon Methan_04,49128,49128,TRUE,FALSE,FALSE,138177,138177,Contig,ASM3704562v1,na,PRJNA224116,SAMN40199671,67,138177,none,2024-03-06,GCA_037045625.1,derived from metagenome,full,AS_Ams2_Bin29,none,none,0,0,Methanothrix soehngenii,none,na,7,none,none,none,none,none,2024-03-06,0,2223,3,AS_Ams2_Bin29,Technische Universiteit Delft,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,0,3291634,11,51,na,3291634,0,JBAOHY000000000.1,3542,67,66741,3,none,none,none,none,none,none,1691,NZ_JBAOHY010000018.1,1689,3053,0,99.29,AB901786.1.1731,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Conthreep;Oligohymenophorea;Peritrichia;Telotrochidium;uncultured eukaryote,0,18,51,0,TRUE,FALSE,NA,NA,NA,NA
Methanothrix soehngenii,2223,GO6,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,GCA_000204415.1,10,37.5,35,40,45,35,399,GB_GCA_028695655.1,0,90.55,0.37,Specific,88.02,5.23,228,p__Euryarchaeota (UID49),153,58.33,1937373,86.34516083313946,371,1184979,52.911383248628965,2243754,RS_GCF_000204415.1,FALSE,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,not type material,none,FALSE,76,67,37535,39584,3664,5,3021,JAQVIO010000200.1,24286,4,118,JAQVIO010000011.1,1575,2145,0,91.429,CDYY01006678.46.2933,Bacteria;Bacillota;Clostridia;DTU072;Incertae Sedis;Incertae Sedis;gut metagenome,6036,6819,FALSE,FALSE,TRUE,7639,9003,Scaffold,ASM2869565v1,na,PRJNA900590,SAMN32734883,371,7639,USA,2023-02-18,GCA_028695655.1,derived from metagenome,full,STE_41,NEUS_E leachate from a leachate well at an active municipal landfill in the North Eastern United States,38.96 N 75.67 W,0,0,Methanothrix soehngenii,none,na,12,329,67,9003,4535,3183,2023-02-18,42,2223,3,STE_41,University of Waterloo,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii,4200,2243754,11,40,na,2239554,0,JAQVIO000000000.1,2446,329,24286,2,none,none,none,none,none,none,1471,JAQVIO010000011.1,1471,2717,0,100,X51423.206.1677,Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosaetaceae;Methanothrix;Methanothrix soehngenii,4200,17,40,0,TRUE,FALSE,NA,NA,NA,NA
